Country,State,Year,Residence Type,Household Type,Asset Holding Class,Asset Type,Asset Name,"Average Value Of Assets (Ava) Per Household (UOM:INR(IndianRupees)), Scaling Factor:1"
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,3,Asset Category,Building,94984
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,3,Asset Category,Livestock & Poultry,7297
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,3,Asset Category,Farm Business equipment,391
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,3,Asset Category,Non-Farm Business equipment,828
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,3,Asset Category,Transport equipment,2089
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,3,Asset Category,Share etc,66
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,3,Asset Category,Deposits etc,6360
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,3,Loan Receivable,Cash & Kind,309
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,3,Cash Loan,Cash loan outstanding,23033
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,4,Asset Category,Land,67586
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,4,Asset Category,Building,143557
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,4,Asset Category,Livestock & Poultry,3668
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,4,Asset Category,Farm Business equipment,139
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,4,Asset Category,Non-Farm Business equipment,1215
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,4,Asset Category,Transport equipment,2368
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,4,Asset Category,Share etc,78
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,4,Asset Category,Deposits etc,7247
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,4,Loan Receivable,Cash & Kind,322
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,4,Cash Loan,Cash loan outstanding,14636
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,5,Asset Category,Land,99629
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,5,Asset Category,Building,200032
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,5,Asset Category,Livestock & Poultry,4429
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,5,Asset Category,Farm Business equipment,287
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,5,Asset Category,Non-Farm Business equipment,770
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,5,Asset Category,Transport equipment,13850
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,5,Asset Category,Share etc,443
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,5,Asset Category,Deposits etc,16333
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,5,Loan Receivable,Cash & Kind,1253
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,5,Cash Loan,Cash loan outstanding,53048
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,6,Asset Category,Land,149330
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,6,Asset Category,Building,259736
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,6,Asset Category,Livestock & Poultry,4902
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,6,Asset Category,Farm Business equipment,174
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,6,Asset Category,Non-Farm Business equipment,1759
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,6,Asset Category,Transport equipment,10814
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,6,Asset Category,Share etc,310
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,6,Asset Category,Deposits etc,16270
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,6,Loan Receivable,Cash & Kind,344
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,6,Cash Loan,Cash loan outstanding,35535
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Asset Category,Land,216423
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Asset Category,Building,313796
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Asset Category,Livestock & Poultry,6500
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Asset Category,Farm Business equipment,563
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Asset Category,Non-Farm Business equipment,949
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Asset Category,Transport equipment,47263
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Asset Category,Share etc,35
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Asset Category,Deposits etc,32911
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Loan Receivable,Cash & Kind,389
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Cash Loan,Cash loan outstanding,39809
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Land,331297
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Building,509960
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Livestock & Poultry,5607
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Farm Business equipment,187
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Non-Farm Business equipment,2401
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Transport equipment,23582
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Share etc,16
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Deposits etc,46189
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Loan Receivable,Cash & Kind,60
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Cash Loan,Cash loan outstanding,69001
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Land,897017
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Building,425083
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Livestock & Poultry,5958
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Farm Business equipment,1498
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Non-Farm Business equipment,1714
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Transport equipment,140445
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Share etc,112
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Deposits etc,36642
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Loan Receivable,Cash & Kind,209
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Cash Loan,Cash loan outstanding,143890
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Land,2286867
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Building,1270925
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Livestock & Poultry,6388
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Farm Business equipment,5914
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Non-Farm Business equipment,3162
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Transport equipment,28532
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Share etc,0
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Deposits etc,25896
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Loan Receivable,Cash & Kind,29457
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Cash Loan,Cash loan outstanding,45573
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Land,151130
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Building,197877
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Livestock & Poultry,4116
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Farm Business equipment,331
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Non-Farm Business equipment,1115
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Transport equipment,15563
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Share etc,143
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Deposits etc,15637
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Loan Receivable,Cash & Kind,1107
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Cash Loan,Cash loan outstanding,32495
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Land,4428
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Building,8924
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Livestock & Poultry,786
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Farm Business equipment,158
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Non-Farm Business equipment,515
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Transport equipment,1802
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Share etc,2
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Deposits etc,4419
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Loan Receivable,Cash & Kind,895
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Cash Loan,Cash loan outstanding,8860
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Land,24083
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Building,51842
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Livestock & Poultry,2543
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Farm Business equipment,226
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Non-Farm Business equipment,306
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Transport equipment,4567
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Share etc,102
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Deposits etc,6528
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Loan Receivable,Cash & Kind,2064
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Cash Loan,Cash loan outstanding,12432
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Land,55288
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Building,86013
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Livestock & Poultry,9334
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Farm Business equipment,726
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Non-Farm Business equipment,487
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Transport equipment,1582
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Share etc,121
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Deposits etc,5266
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Loan Receivable,Cash & Kind,228
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Cash Loan,Cash loan outstanding,29648
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Land,81963
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Building,125853
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Livestock & Poultry,5923
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Farm Business equipment,530
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Non-Farm Business equipment,936
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Transport equipment,2886
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Share etc,79
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Deposits etc,7728
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Loan Receivable,Cash & Kind,267
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Cash Loan,Cash loan outstanding,20866
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Land,141790
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Building,150376
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Livestock & Poultry,11367
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Farm Business equipment,1949
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Non-Farm Business equipment,555
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Transport equipment,9274
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Share etc,495
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Deposits etc,15744
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Loan Receivable,Cash & Kind,636
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Cash Loan,Cash loan outstanding,36541
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Land,193951
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Building,210524
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Livestock & Poultry,18040
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Farm Business equipment,1727
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Non-Farm Business equipment,982
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Transport equipment,8701
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Share etc,276
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Deposits etc,13760
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Loan Receivable,Cash & Kind,428
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Cash Loan,Cash loan outstanding,44734
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Land,303587
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Building,253899
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Livestock & Poultry,20899
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Farm Business equipment,4606
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Non-Farm Business equipment,1699
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Transport equipment,27648
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Share etc,173
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Deposits etc,21120
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Loan Receivable,Cash & Kind,1197
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Cash Loan,Cash loan outstanding,59562
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Land,461400
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Building,382002
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Livestock & Poultry,24055
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Farm Business equipment,5000
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Non-Farm Business equipment,988
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Transport equipment,22742
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Share etc,127
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Deposits etc,28695
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Loan Receivable,Cash & Kind,542
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Cash Loan,Cash loan outstanding,67003
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Land,905866
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Building,406017
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Livestock & Poultry,31293
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Farm Business equipment,12431
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Non-Farm Business equipment,10905
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Transport equipment,79754
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Share etc,489
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Deposits etc,36754
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Loan Receivable,Cash & Kind,3426
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Cash Loan,Cash loan outstanding,117070
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Land,2764481
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Building,634413
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Livestock & Poultry,43739
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Farm Business equipment,23348
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Non-Farm Business equipment,3120
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Transport equipment,136419
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Share etc,1241
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Deposits etc,76867
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Loan Receivable,Cash & Kind,5991
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Cash Loan,Cash loan outstanding,90857
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Land,471323
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Building,242231
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Livestock & Poultry,17722
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Farm Business equipment,4969
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Non-Farm Business equipment,2103
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Transport equipment,28681
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Share etc,311
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Deposits etc,21882
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Loan Receivable,Cash & Kind,1432
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Cash Loan,Cash loan outstanding,51375
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Land,0
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Building,0
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Livestock & Poultry,0
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Farm Business equipment,0
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Non-Farm Business equipment,5
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Transport equipment,76
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Share etc,0
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Deposits etc,411
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Loan Receivable,Cash & Kind,1
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Cash Loan,Cash loan outstanding,5205
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Land,40
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Building,16
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Livestock & Poultry,61
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Farm Business equipment,0
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Non-Farm Business equipment,696
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Transport equipment,1878
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Share etc,7
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Deposits etc,4568
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Loan Receivable,Cash & Kind,2104
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Cash Loan,Cash loan outstanding,11202
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Land,4498
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Building,5701
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Livestock & Poultry,574
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Farm Business equipment,5
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Non-Farm Business equipment,1601
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Transport equipment,13890
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Share etc,53
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Deposits etc,25741
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Loan Receivable,Cash & Kind,21044
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Cash Loan,Cash loan outstanding,22748
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Land,72748
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Building,53160
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Livestock & Poultry,868
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Farm Business equipment,47
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Non-Farm Business equipment,5833
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Transport equipment,25017
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Share etc,709
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Deposits etc,55195
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Loan Receivable,Cash & Kind,22951
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Cash Loan,Cash loan outstanding,36940
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Land,168626
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Building,173799
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Livestock & Poultry,3296
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Farm Business equipment,176
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Non-Farm Business equipment,8991
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Transport equipment,34224
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Share etc,395
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Deposits etc,50883
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Loan Receivable,Cash & Kind,10304
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Cash Loan,Cash loan outstanding,51384
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Land,288212
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Building,285649
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Livestock & Poultry,2998
India,Karnataka,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Farm Business equipment,994
