Country,State,Year,Residence Type,Household Type,Asset Holding Class,Asset Type,Asset Name,"Average Value Of Assets (Ava) Per Household (UOM:INR(IndianRupees)), Scaling Factor:1"
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Asset Category,Deposits etc,37224
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Loan Receivable,Cash & Kind,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,7,Cash Loan,Cash loan outstanding,18851
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Land,452610
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Building,340230
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Livestock & Poultry,52504
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Farm Business equipment,1239
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Non-Farm Business equipment,172
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Transport equipment,24846
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Asset Category,Deposits etc,12429
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Loan Receivable,Cash & Kind,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,8,Cash Loan,Cash loan outstanding,3879
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Land,770528
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Building,457426
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Livestock & Poultry,15696
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Farm Business equipment,765
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Non-Farm Business equipment,1952
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Transport equipment,132669
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Asset Category,Deposits etc,22035
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Loan Receivable,Cash & Kind,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,9,Cash Loan,Cash loan outstanding,7643
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Land,3335002
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Building,1099896
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Livestock & Poultry,32127
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Farm Business equipment,1312
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Non-Farm Business equipment,5030
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Transport equipment,160772
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Asset Category,Deposits etc,66375
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Loan Receivable,Cash & Kind,2950
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,10,Cash Loan,Cash loan outstanding,29187
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Land,630276
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Building,321952
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Livestock & Poultry,12231
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Farm Business equipment,426
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Non-Farm Business equipment,1720
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Transport equipment,32925
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Asset Category,Deposits etc,18102
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Loan Receivable,Cash & Kind,461
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,Non-Cultivator,all,Cash Loan,Cash loan outstanding,20126
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Land,9480
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Building,12552
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Livestock & Poultry,1053
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Farm Business equipment,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Non-Farm Business equipment,121
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Transport equipment,85
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Asset Category,Deposits etc,1395
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Loan Receivable,Cash & Kind,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,1,Cash Loan,Cash loan outstanding,12817
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Land,45248
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Building,43516
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Livestock & Poultry,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Farm Business equipment,8
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Non-Farm Business equipment,110
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Transport equipment,670
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Asset Category,Deposits etc,1469
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Loan Receivable,Cash & Kind,786
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,2,Cash Loan,Cash loan outstanding,9318
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Land,77900
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Building,69677
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Livestock & Poultry,6159
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Farm Business equipment,546
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Non-Farm Business equipment,2984
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Transport equipment,2454
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Asset Category,Deposits etc,4289
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Loan Receivable,Cash & Kind,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,3,Cash Loan,Cash loan outstanding,13983
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Land,92452
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Building,130281
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Livestock & Poultry,8210
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Farm Business equipment,465
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Non-Farm Business equipment,329
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Transport equipment,1620
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Asset Category,Deposits etc,4289
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Loan Receivable,Cash & Kind,20
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,4,Cash Loan,Cash loan outstanding,15763
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Land,163306
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Building,138242
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Livestock & Poultry,19683
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Farm Business equipment,1595
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Non-Farm Business equipment,2446
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Transport equipment,2108
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Asset Category,Deposits etc,2942
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Loan Receivable,Cash & Kind,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,5,Cash Loan,Cash loan outstanding,12855
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Land,170768
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Building,256322
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Livestock & Poultry,12898
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Farm Business equipment,533
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Non-Farm Business equipment,764
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Transport equipment,6383
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Asset Category,Deposits etc,7643
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Loan Receivable,Cash & Kind,25
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,6,Cash Loan,Cash loan outstanding,45251
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Land,254098
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Building,323769
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Livestock & Poultry,16055
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Farm Business equipment,808
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Non-Farm Business equipment,2967
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Transport equipment,5458
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Asset Category,Deposits etc,28433
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Loan Receivable,Cash & Kind,209
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,7,Cash Loan,Cash loan outstanding,34980
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Land,489402
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Building,334375
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Livestock & Poultry,47004
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Farm Business equipment,2097
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Non-Farm Business equipment,476
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Transport equipment,30415
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Asset Category,Deposits etc,12306
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Loan Receivable,Cash & Kind,33
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,8,Cash Loan,Cash loan outstanding,13981
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Land,976828
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Building,332336
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Livestock & Poultry,49435
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Farm Business equipment,4868
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Non-Farm Business equipment,1145
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Transport equipment,37799
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Asset Category,Deposits etc,19810
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Loan Receivable,Cash & Kind,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,9,Cash Loan,Cash loan outstanding,52570
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Land,8269575
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Building,909825
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Livestock & Poultry,73175
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Farm Business equipment,27534
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Non-Farm Business equipment,2636
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Transport equipment,129858
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Asset Category,Deposits etc,75679
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Loan Receivable,Cash & Kind,7167
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,10,Cash Loan,Cash loan outstanding,70201
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Land,3920254
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Building,527921
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Livestock & Poultry,44825
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Farm Business equipment,13320
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Non-Farm Business equipment,1978
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Transport equipment,65213
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Asset Category,Deposits etc,40056
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Loan Receivable,Cash & Kind,3292
India,Haryana,"Calendar Year (Jan - Dec), 2013",Rural,All,all,Cash Loan,Cash loan outstanding,46013
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Land,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Building,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Livestock & Poultry,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Farm Business equipment,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Non-Farm Business equipment,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Transport equipment,47
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Asset Category,Deposits etc,62
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Loan Receivable,Cash & Kind,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,1,Cash Loan,Cash loan outstanding,124
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Land,211
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Building,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Livestock & Poultry,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Farm Business equipment,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Non-Farm Business equipment,384
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Transport equipment,728
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Asset Category,Deposits etc,11786
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Loan Receivable,Cash & Kind,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,2,Cash Loan,Cash loan outstanding,1098
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Land,14452
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Building,6155
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Livestock & Poultry,42
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Farm Business equipment,1
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Non-Farm Business equipment,587
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Transport equipment,13745
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Asset Category,Deposits etc,22787
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Loan Receivable,Cash & Kind,127
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,3,Cash Loan,Cash loan outstanding,7030
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Land,80287
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Building,98748
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Livestock & Poultry,804
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Farm Business equipment,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Non-Farm Business equipment,8949
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Transport equipment,22986
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Asset Category,Deposits etc,20575
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Loan Receivable,Cash & Kind,5
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,4,Cash Loan,Cash loan outstanding,15535
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Land,223772
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Building,187497
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Livestock & Poultry,2060
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Farm Business equipment,229
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Non-Farm Business equipment,1315
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Transport equipment,22452
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Asset Category,Deposits etc,16589
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Loan Receivable,Cash & Kind,31
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,5,Cash Loan,Cash loan outstanding,29894
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Land,372591
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Building,320741
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Livestock & Poultry,2215
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Farm Business equipment,202
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Non-Farm Business equipment,5923
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Transport equipment,40557
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Asset Category,Deposits etc,47618
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Loan Receivable,Cash & Kind,203
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,6,Cash Loan,Cash loan outstanding,48573
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,7,Asset Category,Land,568939
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,7,Asset Category,Building,472871
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,7,Asset Category,Livestock & Poultry,2816
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,7,Asset Category,Farm Business equipment,81
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,7,Asset Category,Non-Farm Business equipment,3322
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,7,Asset Category,Transport equipment,56225
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,7,Asset Category,Share etc,0
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,7,Asset Category,Deposits etc,104378
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,7,Loan Receivable,Cash & Kind,198
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,7,Cash Loan,Cash loan outstanding,69842
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,8,Asset Category,Land,1169661
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,8,Asset Category,Building,719417
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,8,Asset Category,Livestock & Poultry,11985
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,8,Asset Category,Farm Business equipment,368
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,8,Asset Category,Non-Farm Business equipment,14672
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,8,Asset Category,Transport equipment,36101
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,8,Asset Category,Share etc,371
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,8,Asset Category,Deposits etc,103691
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,8,Loan Receivable,Cash & Kind,280
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,8,Cash Loan,Cash loan outstanding,47812
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,9,Asset Category,Land,1843016
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,9,Asset Category,Building,1152442
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,9,Asset Category,Livestock & Poultry,19655
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,9,Asset Category,Farm Business equipment,290
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,9,Asset Category,Non-Farm Business equipment,21177
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,9,Asset Category,Transport equipment,155386
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,9,Asset Category,Share etc,6844
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,9,Asset Category,Deposits etc,394994
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,9,Loan Receivable,Cash & Kind,866
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,9,Cash Loan,Cash loan outstanding,85483
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,10,Asset Category,Land,11215360
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,10,Asset Category,Building,4391463
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,10,Asset Category,Livestock & Poultry,12284
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,10,Asset Category,Farm Business equipment,3447
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,10,Asset Category,Non-Farm Business equipment,57352
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,10,Asset Category,Transport equipment,479155
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,10,Asset Category,Share etc,127308
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,10,Asset Category,Deposits etc,625092
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,10,Loan Receivable,Cash & Kind,1515
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,10,Cash Loan,Cash loan outstanding,522690
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,all,Asset Category,Land,2355568
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,all,Asset Category,Building,1005339
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,all,Asset Category,Livestock & Poultry,4876
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,all,Asset Category,Farm Business equipment,716
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,all,Asset Category,Non-Farm Business equipment,14307
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,all,Asset Category,Transport equipment,110549
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,all,Asset Category,Share etc,23966
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,all,Asset Category,Deposits etc,162494
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,all,Loan Receivable,Cash & Kind,393
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,All,all,Cash Loan,Cash loan outstanding,116478
India,Haryana,"Calendar Year (Jan - Dec), 2013",Urban,Self-Employed,1,Asset Category,Land,0
